Company,URL of the article,Good Bad or Neutral
Deutsche Bank,Deutsche Bank in settlement talks with DoJ over mortgage probe,Bad
Deutsche Bank,Deutsche Bank: false alarm,Bad
Deutsche Bank,Deutsche Bank and Santander fail Fed stress test again,Bad
Deutsche Bank,Deutsche Bank to tackle transactional unit security,Bad
Deutsche Bank,Deutsche Bank IT glitch leaves customers without cash,Bad
Deutsche Bank,Deutsche Bank faces shareholder revolt over pay plan,Bad
Deutsche Bank,Deutsche Bank hires ex-EDF finance director to head M&A,Neutral
Deutsche Bank,ISS backs proposal for audit at Deutsche Bank,Neutral
Deutsche Bank,Deutsche Bank halts N Carolina expansion plans over anti-gay law,Neutral
Deutsche Bank,Deutsche Bank loses top 3 slot in investment rankings,Bad
Deutsche Bank,Qatari investor rallies behind Deutsche Bank chairman,Neutral
Deutsche Bank,Deutsche Bank: hair raid,Bad
Deutsche Bank,Deutsche Bank staff costs rise despite bonus cuts,Bad
Deutsche Bank,Former Deutsche Bank trader banned by FCA,Bad
Deutsche Bank,Deutsche Bank bondholders decline buyback as confidence improves,Good
Deutsche Bank,Deutsche Bank press call: 10 key quotes,Bad
Deutsche Bank,Deutsche Bank investors await the dawn of new era,Bad
Deutsche Bank,Deutsche Bank created complex tax avoidance strategies,Bad
Deutsche Bank,Investors question whether cuts can turn tide for Deutsche Bank,Bad
Deutsche Bank,Deutsche Bank raises the white flag on global reach,Bad
Deutsche Bank,"Deutsche Bank to cut 9,000 jobs and exit 10 countries in overhaul",Bad
Deutsche Bank,At a glance: Deutsche Bank's big shake-up,Neutral
Deutsche Bank,US escalates Deutsche Bank probe into Russian trades,Bad
Deutsche Bank,Deutsche Bank shares rise on shake-up,Good
Deutsche Bank,Deutsche Bank: third priority,Bad
Deutsche Bank,Analysts react to Cryan's Deutsche Bank plans,Good
Deutsche Bank,Deutsche Bank snaps up Richard Meddings to chair audit body,Neutral
Deutsche Bank,Deutsche Bank eyes Russian pullback amid money-laundering probe,Bad
Deutsche Bank,Prosectors charge Deutsche Bank employees over sales tax evasion,Bad
Deutsche Bank,Deutsche Bank Moscow probe spreads to UK,Bad
Deutsche Bank,Deutsche Bank moves to block subpoena,Bad
Deutsche Bank,John Cryan postpones Deutsche Bank strategy update,Neutral
Deutsche Bank,Cryan's no-nonsense approach caught eye of Deutsche Bank board,Good
Deutsche Bank,Hard slog remains for Deutsche Bank as Anshu Jain walks away,Neutral
Deutsche Bank,Deutsche Bank probes possible money laundering by Russian clients,Bad
Deutsche Bank,Deutsche Bank to create innovation hubs to boost technology,Good
Deutsche Bank,Unravelling 'gap risk' at Deutsche Bank,Bad
Deutsche Bank,Deutsche Bank investors revolt with 39% vote against management,Bad
Deutsche Bank,Deutsche Bank's head of retail banking to step down,Neutral
Deutsche Bank,Ex-Deutsche Bank trader files case against FCA,Neutral
Deutsche Bank,Deutsche Bank chief Fitschen goes on trial in Kirch case,Bad
Deutsche Bank,Tories vow to use Deutsche Bank fine to help fund apprenticeships,Bad
Deutsche Bank,Deutsche Bank to cut investing arm and split off Postbank,Neutral
Deutsche Bank,New York regulator Lawsky takes hard line on Deutsche Bank,Bad
Deutsche Bank,Deutsche Bank prepares to offload Postbank,Neutral
Deutsche Bank,Hardline New York regulator Lawsky targets Deutsche Bank over Libor,Bad
DowDuPont,"U.S. RESEARCH ROUNDUP-Calgon Carbon, DowDuPont, Westlake Chemical",Neutral
DowDuPont,Petrochemicals; DowDuPont marks milestone with plant; Company is first to fire up a major Texas Gulf Coast ethylene project,Good
DowDuPont,DowDuPont Gains Truce By Altering Split-Up,Good
DowDuPont,DowDuPont revises its break-up plan,Good
DowDuPont,DowDuPont to Change Breakup Plan -- Update,Good
DowDuPont,BREAKINGVIEWS-DowDuPont gives blueprint for activist compromise,Good
DowDuPont,DowDuPont CEO Leaves Further Breakup of Specialty on Table -- Market Talk,Neutral
DowDuPont,Activists Coming Out in Support of DowDuPont Changes -- Market Talk,Good
DowDuPont,"BUZZ-U.S. STOCKS ON THE MOVE-Apple, DowDuPont, Gap, Aethlon Medical, Alexion Pharma",Good
DowDuPont,DowDuPont Revises Breakup Plan Opposed by Activist Investors,Good
DowDuPont,The Morning Ledger: DowDuPont to Change Breakup Plan to Ward Off Activist Fight,Good
DowDuPont,Press Release: DowDuPont(TM) Announces Results Of Comprehensive Portfolio Review,Neutral
DowDuPont,DowDuPont to Change Breakup Plan,Good
DowDuPont,Press Release: DowDuPont Named to Dow Jones Sustainability World Index,Good
DowDuPont,Survey: DowDuPont Investors Want Change to Breakup Plan -- Market Talk,Neutral
DowDuPont,DowDuPont Stock Offers Four Ways to Win,Good
DowDuPont,Hot Research: DowDuPont Stock Offers Four Ways to Win -- Barrons.com,Good
DowDuPont,"U.S. RESEARCH ROUNDUP-DowDuPont, Insmed, Office Depot, Rockwell Collins",Good
DowDuPont,Four Activists Challenge Plans to Carve Up DowDuPont,Neutral
DowDuPont,Four Activists Challenge Plans to Carve Up DowDuPont,Neutral
DowDuPont,Activists Challenge Plan for DowDuPont,Neutral
DowDuPont,Andrew Liveris to retire from combined DowDuPont company mid-2018,Neutral
DowDuPont,"Dow, DuPont to Review Breakup Plan After Merger; Combined DowDuPont's board will launch a review of the businesses that are slated to go into three planned spinoffs",Good
DowDuPont,Dow CEO Andrew Liveris given more time on DowDuPont board,Neutral
DowDuPont,Mixed Reviews for DowDuPont Board Plan -- Market Talk,Neutral
DowDuPont,Press Release: Dow and DuPont Announce Board of Directors for DowDuPont,Neutral
DowDuPont,A CHEMICAL TEST DowDuPont faces stiff EU resistance: sources,Bad
DowDuPont,Cooling the Expectations on DowDuPont -- Market Talk,Neutral
DowDuPont,EU's DowDuPont Review Ominous for Bayer-Monsanto -- Market Talk,Bad
DowDuPont,"Dow, DuPont Merger Wins Shareholder Approvals; Merged company, to be called DowDuPont, will serve as vehicle for reducing costs before breaking up",Good
DowDuPont,United States : Dow and DuPont Announce DowDuPont Inc. Form S-4 Registration Statement Declared Effective by SEC,Good
DowDuPont,Press Release: Dow and DuPont Announce DowDuPont Inc. Form S-4 Registration Statement Declared Effective by SEC,Good
DowDuPont,United States : Dow and DuPont Announce Senior Leadership Appointments for DowDuPont,Neutral
DowDuPont,Investment-Banking Winners on DowDuPont -- Market Talk,Neutral
DowDuPont,Outsiders in the Mix for DowDuPont Jobs -- Market Talk,Neutral
DowDuPont,"DowDuPont Should Set CEOs, and Cultures, Early -- Market Talk",Neutral
DowDuPont,It's Hard to Stay Mad at DowDuPont -- Market Talk,Good
DowDuPont,"In DowDuPont, Monsanto Sees Bigger Licensee -- Market Talk",Good
DowDuPont,DowDuPont: the chemicals between us,Good
DowDuPont,"DowDuPont Formula: Buy Rumor, Sell Fact -- Market Talk",Bad
DowDuPont,BREAKINGVIEWS-DowDuPont tests limits of ambitious M&A,Good
DowDuPont,Corn Farmers to Scrutinize DowDuPont Tie-Up -- Market Talk,Neutral
DowDuPont,DowDuPont Only Supposed to Have a Short Life Span -- Market Talk,Neutral
Facebook,Facebook left spinning by Russian revelations,Bad
Facebook,Facebook lays out plans for ad transparency,Neutral
Facebook,Facebook needs to take a deeper look at its influential role,Bad
Facebook,Zuckerberg to sell up to $12bn of Facebook shares,Neutral
Facebook,Facebook tests way into China via replica photo app,Good
Facebook,Facebook chiefs considered scrapping 2012 IPO,Bad
Facebook,Why Facebook should pay us a basic income,Neutral
Facebook,Facebook: the Mark of greatness,Good
Facebook,Facebook muscles its way to 71% earnings surge,Good
Facebook,Facebook funds project to prevent election cyber attacks,Good
Facebook,Newspaper groups join forces to deal with Facebook and Google,Bad
Facebook,Facebook takes on TV and YouTube with long-form video push,Good
Facebook,Facebook shareholders to confront Zuckerberg over fake news,Bad
Facebook,Facebook to be fined in EU probe over WhatsApp takeover,Bad
Facebook,Facebook fined by French regulator over data protection rules,Bad
Facebook,Facebook campaigns against fake news in UK ahead of election,Neutral
Facebook,Facebook: Accounting for change,Neutral
Facebook,Snapchat channels Facebook with new search feature,Bad
Facebook,Apple and Facebook join race to build augmented reality glasses,Good
Facebook,Facebook: smarter and richer,Good
Facebook,Facebook launches journalism project,Good
Facebook,Investor lawsuit accuses Facebook director of disloyalty,Bad
Facebook,Facebook primed to lead Asean's growing mobile payment market,Good
Facebook,Facebook puts faith in UK tech with pledge to add 500 jobs,Good
Facebook,Facebook finds fresh errors in ad measuring,Bad
Facebook,Facebook halts WhatsApp data sharing across Europe,Bad
Facebook,"Face up to responsibility, Facebook and friends",Bad
Facebook,Facebook eyes options as revenue slowdown approaches,Neutral
Facebook,Admiral looks at Facebook posts to gauge risk in younger drivers,Neutral
Facebook,Workplace by Facebook opens up social network for business,Good
Facebook,Facebook looks to broaden VR horizons through Oculus,Good
Facebook,Facebook backs down over napalm girl Vietnam war photo,Bad
Facebook,Brazil Freezes Facebook Funds Brazil Freezes Facebook Funds Brazil Freezes Facebook Funds,Bad
Facebook,Facebook makes violent images a live issue,Bad
Facebook,Singapore banks eye Facebook IDs for transfers,Good
Facebook,Facebook alters news feed to prioritise friends and family,Neutral
Facebook,"Week ahead: UK referendum, Yellen, Facebook",Neutral
Facebook,Facebook pushes creatives to use ad data,Good
Facebook,"News consumers turn to Facebook, YouTube first",Good
Facebook,Facebook shareholder calls for change in share structure,Neutral
Facebook,News groups should beware the trade-off of Facebook tie-ups,Neutral
Facebook,Facebook raids Google for head of new lab,Neutral
Facebook,Facebook faces profits hit after tax shake-up,Bad
Facebook,"Facebook changes UK tax structure, the land no country, wants and the changing London skyline",Bad
Facebook,Facebook suffers a painful history lesson,Neutral
Facebook,Facebook loses battle over free internet initiative in India,Bad
Facebook,Facebook cashes in on digital advertising,Good
Facebook,Facebook shares surge 14 per cent at the open,Good
Facebook,Facebook boosted by mobile advertising surge,Good
Facebook,Facebook shares surge as profits top forecasts,Good
Facebook,Facebook data centre project backed by leading telecoms groups,Good
Facebook,Facebook resists UK attempts to claim back-tax,Neutral
Facebook,Facebook slapped down by Indian regulator over astroturf campaign,Bad
Facebook,Instagram uses Facebook sales team to grow advertising,Good
Facebook,Facebook Messenger in transport move with Uber ride ordering deal,Good
Facebook,"Are Facebook ads worth the money? Facebook will tell you what each click is costing you, and without a little bit of work on your part, Facebook will also tell you how much each click is earning you",Neutral
Facebook,Facebook blocks Belgian users after privacy ruling over cookies,Bad
Facebook,Snapchat triples video traffic as it closes the gap with Facebook,Bad
Facebook,Facebook links with media groups to launch news app,Good
Facebook,RBS signs up bankers for Facebook at Work,Good
Facebook,Irish privacy watchdog to investigate Facebook in privacy case,Bad
Facebook,"Apple, Facebook and Google flex mobile ad muscle",Good
Facebook,Facebook calls for cyber security in emerging markets,Neutral
Facebook,Mobile advertising propels Facebook revenues,Good
Facebook,Facebook sales pip expectations as mobile booms,Good
Facebook,Facebook: a clearer picture,Good
Facebook,YouTube executive downplays Facebook threat in online video,Neutral
Facebook,Facebook muscles into YouTube territory,Good
Facebook,Belgian regulator says Facebook 'tramples' over privacy laws,Bad
Facebook,Facebook presses US suppliers to pay workers $15 an hour,Good
Facebook,Facebook costs blow out and sales disappoint,Bad
Facebook,Facebook: hey big spender,Bad
Facebook,Facebook's Internet.org effort hits India hurdle,Bad
Facebook,Facebook turns to old-fashioned methods for advertising campaign,Neutral
Facebook,"Facebook's new privacy policy violates European law, report finds",Bad
Facebook,Facebook to launch social network for cyber security experts,Good
Facebook,Wickr launches encrypted Facebook feature,Good
Facebook,Facebook looks to video advertising as the next driver of growth,Good
Gerdau,Fitch Rates Gerdau's Senior Unsecured Notes 'BBB-(EXP)',Neutral
Gerdau,*S&PGRBulletin: Gerdau And Chilean Asset Sale,Neutral
Gerdau,Brazil's Gerdau Sells Operations in Chile for $154M -- Market Talk,Neutral
Gerdau,"Press Release: Gerdau S.A. Announces Commencement Of Cash Tender Offer For Certain Of The Outstanding 7.000% Bonds Due 2020, 5.750% Bonds Due 2021 And 5.893% Bonds Due 2024",Neutral
Gerdau,Gerdau family leaves management amid governance push,Neutral
Gerdau,UPDATE 1-Steelmaker Gerdau CEO expects 2018 Brazil recovery to boost building,Good
Gerdau,*Fitch Affirms Gerdau's IDRs at 'BBB-'; Outlook Stable,Neutral
Gerdau,UPDATE 1-Brazil's Gerdau posts unexpected loss as revenue falls 16 pct,Bad
Gerdau,*S&PGR Affirms 'BBB-' Rtgs On Gerdau S.A. And Gerdau Ameristeel,Neutral
Gerdau,FORGING AHEAD; Steelmakers like Gerdau in Tampa hope the Trump administration will give their industry new hope.,Good
Gerdau,UPDATE 1-Brazil's Gerdau says Trump infrastructure plan may boost steel,Good
Gerdau,Press Release: Gerdau S.A.: Consolidated information,Neutral
Gerdau,"Gerdau bets on new Brazil line, exports, data to ease steel slump",Neutral
Gerdau,*S&P Affirms 'BBB-' Ratings On Gerdau And Gerdau Ameristeel,Neutral
Gerdau,Press Release: Gerdau S.A. - Consolidated Information,Neutral
Gerdau,Steelmaker Gerdau may look to sell Indian assets,Neutral
Gerdau,Brazil's Tax Appeal Court Rules Against Steelmaker Gerdau,Neutral
Gerdau,Fitch Affirms Gerdau's IDRs at 'BBB-'; Outlook Remains Stable,Bad
Gerdau,"Press Release: GGB INVESTOR ALERT: The Law Offices of Vincent Wong Reminds Investors of a Class Action Involving Gerdau S.A. and a Lead Plaintiff Deadline of July 25, 2016 - GGB",Neutral
Gerdau,Press Release: EQUITY ALERT: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against Gerdau S.A. - GGB,Bad
Gerdau,"Press Release: INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Gerdau S.A. of Commencement of a Class Action Lawsuit and a Lead Plaintiff Deadline of July 25, 2016 -- GGB",Bad
Gerdau,CORRECTED-U.S. firm files class action against Brazil steelmaker Gerdau,Bad
Gerdau,Press Release: Pomerantz Law Firm Announces the Filing of a Class Action against Gerdau S.A. and Certain Officers -- GGB,Bad
Gerdau,Brazil's Police Accuse Gerdau CEO of Corruption,Bad
Gerdau,Brazil Steelmaker Gerdau Writes Off 5B Reais in Assets and Goodwill,Bad
Gerdau,Press Release: Gerdau S.A. - Consolidated Information,Neutral
Gerdau,UPDATE 1-Brazil's Gerdau posts 4th-qtr loss of 3.17 bln reais,Bad
Gerdau,Brazilian Police Raid Offices Of Steelmaker Gerdau,Bad
Gerdau,*S&P Revises Outlook On Gerdau And Gerdau Ameristeel To Neg,Bad
Gerdau,Press Release: S&PBulletin: Gerdau's Weaker 3Q Metrics,Bad
Gerdau,UPDATE 2-Brazil's Gerdau posts biggest loss in five years on writedown,Bad
Gerdau,Brazil's Gerdau to lay off 200 workers at Pindamonhangaba steel mill,Bad
Gerdau,*S&P Affirms 'BBB-' Rating On Gerdau,Neutral
Gerdau,UPDATE 1-Brazil's Gerdau sees income drop by nearly a third as sales sink,Bad
Gerdau,"Do not underestimate benefits of Gerdau reorganization plan, Fator says",Neutral
Gerdau,UPDATE 3-Shares of Gerdau sink as investors shun reorganization plan,Bad
Gerdau,Press Release: Fitch Affirms Gerdau's IDRs at 'BBB-'; Outlook Remains Stable,Neutral
Gerdau,"Press Release: GERDAU S.A. to Host Investor Luncheon at the NYSE on June 12, 2015",Neutral
Gerdau,Press Release: Gerdau S.A. - Consolidated Information,Neutral
Gerdau,"Brazil Shares Fall, Led by Gerdau; Real Strengthens Against Dollar",Bad
Gerdau,"UPDATE 1-Brazil's Gerdau beats Q4 profit estimates, shares jump",Good
Gerdau,Brazil's Gerdau 4Q Net Profit Down on Lower Demand For Steel -- Update,Bad
Kinder Morgan,Kinder Morgan Canada kills request linked to Trans Mountain pipeline,Neutral
Kinder Morgan,NEB warns Kinder Morgan of unmet requirements,Bad
Kinder Morgan,Press Release: Kinder Morgan Canada Limited Closes $300 Million Preferred Share Offering,Neutral
Kinder Morgan,*S&PGR Rts Kinder Morgan Canada's Ser 1 Preferred Shares 'BB+',Neutral
Kinder Morgan,*S&PGR Rates Kinder Morgan's Prpsd $1.25B Sr Unsec Notes 'BBB-',Neutral
Kinder Morgan,"Trans Mountain pipeline expansion to be closely scrutinized, B.C. Environment Minister says; George Heyman says the BC NDP government continues to review whether it has grounds to block the controversial Kinder Morgan project",Neutral
Kinder Morgan,"Kinder Morgan Now Offers Growth with Less Risk, Says Raymond James -- Barron's Blog",Good
Kinder Morgan,The Hot Stock: Kinder Morgan Jumps 4.5% -- Barron's Blog,Good
Kinder Morgan,Kinder Morgan looks to reverse dividend cut with 60% boost next year,Good
Kinder Morgan,Investors seek clarity on Kinder Morgan's plans ahead of debut earnings report,Neutral
Kinder Morgan,Kinder Morgan to Benefit from 'Distribution Increase Certainty' -- Barron's Blog,Good
Kinder Morgan,CHRONICLE 100; 10. Kinder Morgan; Picture brightens for pipeline giant,Good
Kinder Morgan,Kinder Morgan Canada says pipeline facing obstacle has 'met every test',Good
Kinder Morgan,All eyes on Kinder Morgan IPO; Quality of demand seen as key factor,Neutral
Kinder Morgan,Kinder Morgan to go ahead on pipeline pending a strong IPO,Good
Kinder Morgan,Kinder Morgan Files 8K - Other Events >KMI,Neutral
Kinder Morgan,Streetwise newsletter: Home Capital makes a deal with MCAP; Kinder Morgan has a plan to fund Trans Mountain; Plus: PSP charts an ambitious investment course,Neutral
Kinder Morgan,*Kinder Morgan Sells 49% Interest in Elba Liquefaction Co to EIG Global Energy Partners Investment Funds,Neutral
Kinder Morgan,Press Release: Kinder Morgan Sells 49% Interest in Elba Liquefaction Company to EIG Global Energy Partners Investment Funds,Neutral
Kinder Morgan,U.S. FERC to investigate rates at two Kinder Morgan natural gas pipes,Bad
Kinder Morgan,Kinder Morgan turns results around; Pipeline giant posts a profit in a sign of an industry rebound,Good
Kinder Morgan,B.C.-Kinder Morgan revenue-sharing deal tears Canada's national fabric: expert,Neutral
Kinder Morgan,Kinder Morgan deal with B.C. sets payment precedent,Neutral
Kinder Morgan,Kinder Morgan's Q4 Results Aren't Likely to Wow Investors -- Barron's Blog,Bad
Kinder Morgan,Kinder Morgan wins dismissal of $171 mln investor lawsuit,Good
Kinder Morgan,Kinder Morgan pipeline: Canadians intensify huge opposition to expansion,Bad
Kinder Morgan,Canada Issues Split Decision on Oil Pipelines; Prime Minister Trudeau announces the rejection of the Northern Gateways project but approves expansion of Kinder Morgan pipeline,Neutral
Kinder Morgan,Liberals OK two pipelines; Kinder Morgan and Enbridge projects get go-ahead but not Northern Gateway proposal,Good
Kinder Morgan,"Canada pipeline opponents ready to take on Kinder Morgan, Ottawa",Bad
Kinder Morgan,Kinder Morgan Canada Head Signals Route for Proposed Pipeline -- Market Talk,Neutral
Kinder Morgan,Where B.C. stands on Kinder Morgan pipeline expansion; B.C. Liberals have five conditions that must be met before they support the Kinder Morgan plan,Neutral
Kinder Morgan,Kinder Morgan May Return More Capital to Holders -- Market Talk,Good
Kinder Morgan,Kinder Morgan Seeks Partners For Canada Pipeline -- Market Talk,Neutral
Kinder Morgan,Kinder Morgan Swings to Surprise Loss,Bad
Kinder Morgan,"Kinder Morgan May Hike Dividend 25% in 2018, Says SunTrust -- Barron's Blog",Good
Kinder Morgan,"DJ Kinder Morgan Inc Class P, Inst Holders, 2Q 2016 (KMI)",Neutral
Kinder Morgan,"Kinder Morgan, Southern Agree to Natural-Gas Pipeline Venture; Southern buying 50% stake in Southern Natural Gas pipeline system for $1.47 billion",Good
Kinder Morgan,Kinder Morgan; Stake in pipeline system sold to pay debt,Neutral
Kinder Morgan,"Kinder Morgan Shares Fall as It Trims Spending, Lowers Guidance -- Barron's Blog",Bad
Kinder Morgan,"Kinder Morgan Unveils Further Cuts to 2016 Spending Plans, Profit Falls 27%; CEO Steve Kean announces a $2.9 billion reduction, on top of $900 million in cuts unveiled in January",Bad
Kinder Morgan,Kinder Morgan shelves $3 billion pipeline project,Bad
Kinder Morgan,Weekday Trader Extra: Kinder Morgan's Boost -- Barron's,Good
Kinder Morgan,Kinder Morgan jumps after Buffett boost,Good
Kinder Morgan,Capital; Kinder Morgan to sell stakes,Neutral
Kinder Morgan,Kinder Morgan Hits Bottom,Bad
Kinder Morgan,Midstream sector; Kinder Morgan chops its capital spending,Bad
Kinder Morgan,"DJ Kinder Morgan Inc Class P, Inst Holders, 4Q 2015 (KMI)",Neutral
Kinder Morgan,Kinder Morgan falls as crude hits new lows; Wall Street,Bad
Kinder Morgan,Rivals could imitate dividend cutback; Kinder Morgan's reduction shows midstream pressure,Bad
Kinder Morgan,"Woes Mount for Kinder Morgan, Pipeline Operators",Bad
Kinder Morgan,Kinder Morgan Chops Its Dividend,Bad
Kinder Morgan,Kinder Morgan's move reassures investors; Executives say cutting dividend will help pipeline giant stabilize finances while enabling it to fund operations,Neutral
Kinder Morgan,Kinder Morgan slashes dividend by 75%,Bad
Kinder Morgan,Kinder Morgan Considers Slashing Dividend,Bad
Kinder Morgan,Kinder Morgan: Don't Say We Didn't Warn You -- Barron's,Bad
Kinder Morgan,Credit; Keeping ratings status is goal; Even suggestion of downgrade has full attention of Kinder Morgan,Bad
Kinder Morgan,Fitch Solutions: Kinder Morgan CDS at Widest Level Since 2008,Bad
Kinder Morgan,Debt rating; Moody's cautious on Kinder Morgan,Bad
Kinder Morgan,*Fitch: Acquisition of NGPL Credit Neutral to Kinder Morgan,Neutral
Kinder Morgan,Business case for Trans Mountain still strong despite rising cost: Kinder Morgan,Neutral
Kinder Morgan,"Press Release: Kinder Morgan Recommends Shareholders Reject ""Mini-Tender"" Offer by TRC Capital Corporation",Neutral
Kinder Morgan,Kinder Morgan says preferred shares help in long run,Neutral
Kinder Morgan,Kinder Morgan May Issue Shares Paying 9.75%,Neutral
Kinder Morgan,"UPDATE 2-Kinder Morgan raises dividend, but sees slower growth",Neutral
Kinder Morgan,"Kinder Morgan, BP in joint venture; $350 million agreement transfers 14 terminals, though British oil major will retain a stake in their operation",Good
Kinder Morgan,"Kinder Morgan, BP Form Refined Products Terminal Venture",Good
Kinder Morgan,*Kinder Morgan And BP Form Joint Venture Limited Liability Co To Purchase U.S. Terminals From BP,Good
Kinder Morgan,"DJ Kinder Morgan Inc Class P, Inst Holders, 3Q 2015 (KMI)",Neutral
Kinder Morgan,Will Kinder Morgan Raise Its Dividend Next Week? -- Barron's Blog,Good
Kinder Morgan,Press Release: Aker Philadelphia Shipyard: Transaction with Kinder Morgan Approved at Philly Tankers Extraordinary General Meeting,Good
Kinder Morgan,A pipe with too much input; Kinder Morgan soldiers through final pitch,Neutral
Kinder Morgan,Press Release: Kinder Morgan Announces Binding Open Season for Expansion of Mier-Monterrey Pipeline,Neutral
Kinder Morgan,Kinder Morgan to Invest $3.3 Billion in Northeast Pipeline; Project to have delivery capacity of up to 1.3 billion cubic feet per day of natural gas,Good
Kinder Morgan,Kinder Morgan; Investors get reassurances,Neutral
Kinder Morgan,Pipelines; Kinder Morgan wants denial of permit in Georgia reversed,Neutral
Kinder Morgan,"Kinder Morgan CEO, ex-CEO Buy $8.5M in Stock",Good
Kinder Morgan,Kinder Morgan says $100-million investment will protect against oil spills,Neutral
Kinder Morgan,"Oil industry nears push-back time; Opposition in Canada needs to be tackled, Kinder Morgan executive tells T.O. audience",Neutral
Kinder Morgan,Press Release: Huntington Ingalls Industries and Kinder Morgan Inc. Decide Not to Pursue Joint Venture on Avondale Redevelopment,Neutral
Kinder Morgan,Changing Energy Landscape in Focus for Kinder Morgan -- Earnings Preview,Neutral
Kinder Morgan,KINDER MORGAN CONSIDERING SECOND PIPELINE,Good
Kinder Morgan,Kinder Morgan sells first euro bonds,Neutral
Kinder Morgan,Kinder Morgan Inc Files 8K - Other Events >KMI,Neutral
Kinder Morgan,Kinder Morgan Inc Files 8K - Regulation FD >KMI,Neutral
Kinder Morgan,UPDATE 2-Kinder Morgan entering Bakken with $3 billion deal,Neutral
Kinder Morgan,Fracking Assets Sold To Kinder Morgan,Neutral
Kinder Morgan,Kinder Morgan Buys Hiland Partners for $3B -- Barron's Blog,Neutral
Kinder Morgan,"UPDATE 1-Kinder stepping down as Kinder Morgan CEO, to be exec chair",Neutral
Kinder Morgan,Kinder Morgan CEO to Step Down in June -- Update,Neutral
Kinder Morgan,Kinder Morgan CEO to Step Down in June,Neutral
Lukoil,"Uzbek president, Lukoil chief discuss preparations for new projects",Good
Lukoil,Lukoil boosts IFRS net profit 1.5-fold to 62.3 bln rubles in Q1 (Part 3),Good
Lukoil,Lukoil boosts IFRS net profit 1.5-fold to 62.3 bln rubles in Q1 (Part 2),Good
Lukoil,Son of Lukoil head buying Western Petroleum Transportation - paper,Good
Lukoil,Lukoil closes sale of diamond mining business to Otkritie for $1.45 bln,Good
Lukoil,"Gazprom instructs Gazprom Neft to work on Tsentralnoye field on Caspian shelf in JV with Lukoil, KazMunaiGaz",Neutral
Lukoil,Lukoil cut Q1 oil output 11% to 21.8 mln tonnes,Bad
Lukoil,Lukoil to start drilling new wells for Mexico project in late May,Good
Lukoil,Lukoil exits Rapsodia shelf project in Romania; extends geological exploration work at Trident,Neutral
Lukoil,"Lukoil to drill two prospecting wells at Baltic D18, D19 blocks before end-2017",Good
Lukoil,UPDATE 1-Russia's Lukoil reports Q4 profit on higher oil price,Good
Lukoil,Russia's Lukoil appoints new VP for sales and supplies - sources,Neutral
Lukoil,Lukoil expects profit to drop 35%-40% in 2016 to 175 bln-189 bln rubles (Part 2),Bad
Lukoil,Lukoil shareholders no longer getting offers to sell - Alekperov,Neutral
Lukoil,Russia's LUKoil Says Oil to Cost $60 Next Year After OPEC Deal,Good
Lukoil,WORLD; LUKOIL'S NET PROFIT TO IFRS MORE THAN HALVES TO 160.2 BLN RUBLES IN 9M,Bad
Lukoil,Russian Federation : Lukoil held a meeting of the board of directors,Neutral
Lukoil,"If Russian govt decides on production cut, all cos will immediately heed it - Lukoil (Part 2)",Neutral
Lukoil,Lukoil to back cut in oil output to raise prices to acceptable level above $50 (Part 2),Neutral
Lukoil,Price of $5 bln for Bashneft is high for Lukoil - Fedun (Part 2),Neutral
Lukoil,Lukoil considering possibility of entering fertilizer market,Good
Lukoil,Lukoil ready to examine projects on Iran's Caspian shelf - Alekperov,Good
Lukoil,Lukoil plans to increase gas production 20%-50% in near future,Good
Lukoil,Lukoil to invest 8 bln rubles to modernize Stavrolen,Good
Lukoil,Lukoil posts IFRS net profit of 105.4 bln rubles in H1 (Part 2),Good
Lukoil,Lukoil reduces oil production by 5.6% in H1 to 46.8 mln tonnes (Part 2),Bad
Lukoil,Lukoil still hasn't received letter with proposal on participation in Bashneft's privatization (Part 2),Neutral
Lukoil,Project financing for Lukoil's Kandym gas project in Uzbekistan may top $1 bln,Neutral
Lukoil,Fitch Affirms Russia's LUKOIL at 'BBB-'; Outlook Negative,Bad
Lukoil,Lukoil raises spending to boost output after price rebound,Neutral
Lukoil,Lukoil could boost remuneration for board members 15.4% (Part 2),Neutral
Lukoil,"Lukoil's dividends to be no lower than 25% of IFRS profit, to increase with inflation (Part 2)",Good
Lukoil,Lukoil still interested in Bashneft - Alekperov (Part 2),Neutral
Lukoil,Lukoil: Russia Taxes Killing 'Cash Cow'? -- Barron's Blog,Bad
Lukoil,Lukoil 'won't kill itself' for Bashneft - Fedun (Part 2),Neutral
Lukoil,Lukoil to pay announced dividends even at oil prices of $30 per barrel,Good
Lukoil,Lukoil reports 2015 adjusted net profit under IFRS down 6% to 452 bln rubles ($6.6 bln),Bad
Lukoil,Lukoil's IFRS net profit falls 26.4% in 2015 to 291.1 bln rubles (Part 2),Bad
Lukoil,Lukoil increases gas production by 1.4% to 20.3 bln cubic meters in 2015,Bad
Lukoil,"Lukoil maintains capex in 2015, boosts upstream investment 5%",Good
Lukoil,"JV of Bashneft, Lukoil may invest 25 bln rubles in development of Trebs-Titov in 2016",Neutral
Lukoil,"Output freeze only thing that can stabilize market, says Lukoil's Fedun (Part 2)",Bad
